"범죄별","기간별","기관별","항목","단위","1994 년","1995 년","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년",
"폭력행위 등 처벌에 관한법률 위반","10일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","117337","103116","30002","18679",
"폭력행위 등 처벌에 관한법률 위반","10일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","96921","95873","151104","163149",
"폭력행위 등 처벌에 관한법률 위반","20일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","56309","50455","12015","7374",
"폭력행위 등 처벌에 관한법률 위반","20일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","105219","106939","77275","60206",
"폭력행위 등 처벌에 관한법률 위반","1개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","92683","93723","65947","51737",
"폭력행위 등 처벌에 관한법률 위반","1개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","169472","154222","38319","28583",
"폭력행위 등 처벌에 관한법률 위반","2개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","69450","77044","57692","48007",
"폭력행위 등 처벌에 관한법률 위반","2개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","5132","9069","20922","19135",
"폭력행위 등 처벌에 관한법률 위반","3개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","21053","21059","22229","19891",
"폭력행위 등 처벌에 관한법률 위반","3개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","7366","5664","15747","14957",
"폭력행위 등 처벌에 관한법률 위반","6개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","8511","7670","110556","138091",
"폭력행위 등 처벌에 관한법률 위반","6개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","1278","756","3353","2721",
"폭력행위 등 처벌에 관한법률 위반","6개월 초과","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","3440","2997","1891","1347",
"폭력행위 등 처벌에 관한법률 위반","6개월 초과","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","37","11","117","135",
"위조범죄","계","합계","범죄사건 처리 기간[명]","명","22811","23798","27523","27731","30932","37330","32807","32748","31157","31764","43559","51329",
"위조범죄","계","경찰","범죄사건 처리 기간[명]","명","9525","10086","11611","11672","13311","15900","13912","13989","13257","13432","20398","24544",
"위조범죄","계","검찰","범죄사건 처리 기간[명]","명","13356","13712","15912","16059","17621","21430","18895","18759","17900","18332","23161","26785",
"위조범죄","10일 이내","경찰","범죄사건 처리 기간[명]","명","1978","2138","2508","2414","3510","3688","2880","3228","3212","3484","2275","2577",
"위조범죄","10일 이내","검찰","범죄사건 처리 기간[명]","명","5138","5026","5311","4443","5561","5575","4720","4536","4261","4399","10090","12402",
"위조범죄","20일 이내","경찰","범죄사건 처리 기간[명]","명","897","716","720","782","848","1078","891","806","843","763","388","451",
"위조범죄","20일 이내","검찰","범죄사건 처리 기간[명]","명","3125","2814","4285","4177","4498","5802","5472","5420","4718","5718","3285","3638",
"위조범죄","1개월 이내","경찰","범죄사건 처리 기간[명]","명","2102","2136","2433","2502","2441","3314","2757","2502","2556","2363","2563","3122",
"위조범죄","1개월 이내","검찰","범죄사건 처리 기간[명]","명","1527","1801","2861","4536","5010","7012","6349","7283","7636","6941","1722","1731",
"위조범죄","2개월 이내","경찰","범죄사건 처리 기간[명]","명","2588","2818","3355","3279","3256","3535","3422","3072","2886","3002","3432","3412",
"위조범죄","2개월 이내","검찰","범죄사건 처리 기간[명]","명","997","1076","1057","956","928","959","708","452","329","588","2340","2634",
"위조범죄","3개월 이내","경찰","범죄사건 처리 기간[명]","명","1267","1484","1546","1562","1917","2552","2615","2739","2439","2457","2655","3060",
"위조범죄","3개월 이내","검찰","범죄사건 처리 기간[명]","명","1642","1663","1400","1081","896","1030","848","586","648","541","3561","3812",
"위조범죄","6개월 이내","경찰","범죄사건 처리 기간[명]","명","382","535","675","706","820","1170","974","1260","980","1023","8709","11659",
"위조범죄","6개월 이내","검찰","범죄사건 처리 기간[명]","명","796","1166","922","799","679","974","735","452","285","141","2049","2356",
"위조범죄","6개월 초과","경찰","범죄사건 처리 기간[명]","명","311","259","374","427","519","563","373","382","341","340","376","263",
"위조범죄","6개월 초과","검찰","범죄사건 처리 기간[명]","명","131","166","76","67","49","78","63","30","23","4","114","212",
"통화","계","합계","범죄사건 처리 기간[명]","명","43","14","22","39","169","144","131","230","386","520","829","1756",
"통화","계","경찰","범죄사건 처리 기간[명]","명","17","5","9","16","73","62","50","81","90","134","403","867",
"통화","계","검찰","범죄사건 처리 기간[명]","명","26","9","13","23","96","82","81","149","296","386","426","889",
"통화","10일 이내","경찰","범죄사건 처리 기간[명]","명","7","1","1","8","26","27","21","33","39","46","17","36",
"통화","10일 이내","검찰","범죄사건 처리 기간[명]","명","12","4","","13","44","37","13","23","49","86","295","764",
"통화","20일 이내","경찰","범죄사건 처리 기간[명]","명","2","1","","2","3","4","2","3","4","12","4","13",
"통화","20일 이내","검찰","범죄사건 처리 기간[명]","명","6","3","8","6","38","32","54","95","132","151","91","102",
"통화","1개월 이내","경찰","범죄사건 처리 기간[명]","명","1","1","2","","10","6","5","5","2","20","49","106",
"통화","1개월 이내","검찰","범죄사건 처리 기간[명]","명","8","2","5","2","12","13","14","30","102","133","21","12",
"통화","2개월 이내","경찰","범죄사건 처리 기간[명]","명","1","","4","4","23","14","2","4","5","11","67","172",
"통화","2개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","2","2","","","","6","13","3","4",
"통화","3개월 이내","경찰","범죄사건 처리 기간[명]","명","5","","2","2","10","10","20","35","33","32","31","98",
"통화","3개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","1","7","3","14","4",
"통화","6개월 이내","경찰","범죄사건 처리 기간[명]","명","1","","","","1","","","1","4","4","228","434",
"통화","6개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","","","2","3",
"통화","6개월 초과","경찰","범죄사건 처리 기간[명]","명","","2","","","","1","","","3","9","7","8",
"유가증권ㆍ인지ㆍ우표","계","합계","범죄사건 처리 기간[명]","명","3673","4512","4894","4589","4849","4636","3689","3211","2558","2735","3379","3862",
"유가증권ㆍ인지ㆍ우표","계","경찰","범죄사건 처리 기간[명]","명","1585","1973","2102","1910","2043","1932","1518","1298","1042","1102","1547","1819",
"유가증권ㆍ인지ㆍ우표","계","검찰","범죄사건 처리 기간[명]","명","2088","2539","2792","2679","2806","2704","2171","1913","1516","1633","1832","2043",
"유가증권ㆍ인지ㆍ우표","10일 이내","경찰","범죄사건 처리 기간[명]","명","256","312","348","310","402","390","254","237","237","256","146","143",
"유가증권ㆍ인지ㆍ우표","10일 이내","검찰","범죄사건 처리 기간[명]","명","872","1005","972","757","879","646","481","439","300","310","720","844",
"유가증권ㆍ인지ㆍ우표","20일 이내","경찰","범죄사건 처리 기간[명]","명","151","132","142","115","97","131","78","64","56","61","27","35",
"유가증권ㆍ인지ㆍ우표","20일 이내","검찰","범죄사건 처리 기간[명]","명","584","578","753","728","729","726","677","612","515","630","244","330",
"유가증권ㆍ인지ㆍ우표","1개월 이내","경찰","범죄사건 처리 기간[명]","명","393","403","466","398","426","357","270","223","210","181","171","221",
"유가증권ㆍ인지ㆍ우표","1개월 이내","검찰","범죄사건 처리 기간[명]","명","228","367","568","819","828","988","810","739","620","598","131","109",
"유가증권ㆍ인지ㆍ우표","2개월 이내","경찰","범죄사건 처리 기간[명]","명","450","608","629","577","556","431","383","303","207","263","260","229",
"유가증권ㆍ인지ㆍ우표","2개월 이내","검찰","범죄사건 처리 기간[명]","명","129","183","171","136","159","109","62","38","19","58","197","227",
"유가증권ㆍ인지ㆍ우표","3개월 이내","경찰","범죄사건 처리 기간[명]","명","200","321","291","302","334","340","347","271","214","245","215","203",
"유가증권ㆍ인지ㆍ우표","3개월 이내","검찰","범죄사건 처리 기간[명]","명","186","250","219","156","134","125","79","53","42","27","341","333",
"유가증권ㆍ인지ㆍ우표","6개월 이내","경찰","범죄사건 처리 기간[명]","명","68","129","127","135","147","185","126","138","94","72","691","957",
"유가증권ㆍ인지ㆍ우표","6개월 이내","검찰","범죄사건 처리 기간[명]","명","74","142","95","83","74","103","61","31","18","10","198","195",
"유가증권ㆍ인지ㆍ우표","6개월 초과","경찰","범죄사건 처리 기간[명]","명","67","68","99","73","81","98","60","62","24","24","37","31",
"유가증권ㆍ인지ㆍ우표","6개월 초과","검찰","범죄사건 처리 기간[명]","명","15","14","14","","3","7","1","1","2","","1","5",
"문서","계","합계","범죄사건 처리 기간[명]","명","18514","18625","22028","22709","25488","32088","28562","28951","27817","28068","38898","45244",
"문서","계","경찰","범죄사건 처리 기간[명]","명","7624","7806","9226","9573","10994","13694","12153","12450","11942","12007","18251","21658",
"문서","계","검찰","범죄사건 처리 기간[명]","명","10890","10819","12802","13136","14494","18394","16409","16501","15875","16061","20647","23586",
"문서","10일 이내","경찰","범죄사건 처리 기간[명]","명","1589","1700","2066","2040","3016","3199","2569","2926","2872","3135","2084","2379",
"문서","10일 이내","검찰","범죄사건 처리 기간[명]","명","4093","3864","4203","3601","4559","4834","4169","4029","3856","3939","8976","10672",
"문서","20일 이내","경찰","범죄사건 처리 기간[명]","명","688","547","543","646","721","922","796","725","764","677","346","395",
"문서","20일 이내","검찰","범죄사건 처리 기간[명]","명","2437","2159","3442","3385","3686","4972","4695","4676","4018","4877","2917","3165",
