"범죄별","기간별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"상표법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","325","104","416","484","315","167","173","159","221","225","248","224","150","178","167","204","191","50","58",
"상표법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","470","145","480","405","365","248","221","228","299","301","340","253","193","315","261","297","287","70","44",
"상표법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","1131","770","996","1044","943","543","448","475","616","611","651","591","603","574","446","511","464","233","120",
"상표법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","1310","911","1046","827","803","684","536","462","716","591","644","534","651","669","554","463","376","226","238",
"상표법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","1483","1279","1385","1045","816","946","795","858","790","917","940","842","890","791","788","622","555","541","551",
"석유및석유대체연료사업법","계","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","969","674","752","1019","1576","1336","998","501","464","310","348",
"석유및석유대체연료사업법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","39","47","44","41","25","29","26","39","35","22","12",
"석유및석유대체연료사업법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","3","3","1","1","-","-","-","-","0","1","1",
"석유및석유대체연료사업법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","7","-","4","3","4","-","2","-","1","1","2",
"석유및석유대체연료사업법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","8","11","15","14","30","49","32","27","25","20","27",
"석유및석유대체연료사업법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","7","15","17","29","19","20","17","12","12","61","111",
"석유및석유대체연료사업법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","11","6","5","2","13","15","12","8","1","1","2",
"석유및석유대체연료사업법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","15","11","11","13","15","15","13","15","6","3","3",
"석유및석유대체연료사업법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","26","22","31","27","34","37","22","10","12","3","4",
"석유및석유대체연료사업법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","142","124","160","166","147","129","96","55","41","36","26",
"석유및석유대체연료사업법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","336","261","294","340","357","244","158","106","93","48","47",
"석유및석유대체연료사업법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","375","174","170","383","932","798","620","229","238","114","113",
"석유사업법","계","범죄발생부터 인지까지의 기간[건]","건","202","48","30","26","24","13","17","10","","","","","","","","","","","",
"석유사업법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","12","5","-","-","2","2","1","-","","","","","","","","","","","",
"석유사업법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"석유사업법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","2","-","-","-","2","-","1","1","","","","","","","","","","","",
"석유사업법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","1","1","1","1","1","-","-","-","","","","","","","","","","","",
"석유사업법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","4","1","-","-","-","-","-","1","","","","","","","","","","","",
"석유사업법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","2","1","-","2","2","-","2","-","","","","","","","","","","","",
"석유사업법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","2","-","4","1","1","2","1","1","","","","","","","","","","","",
"석유사업법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","6","1","1","1","1","1","-","-","","","","","","","","","","","",
"석유사업법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","27","7","3","8","2","5","5","-","","","","","","","","","","","",
"석유사업법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","76","7","11","6","7","-","6","6","","","","","","","","","","","",
"석유사업법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","70","25","10","7","6","3","1","1","","","","","","","","","","","",
"선박안전법","계","범죄발생부터 인지까지의 기간[건]","건","553","900","481","216","299","798","468","866","1170","1125","2670","2290","1946","1110","1937","2091","1689","758","1131",
"선박안전법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","93","65","50","25","48","26","33","33","11","10","26","23","21","27","115","55","34","67","53",
"선박안전법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","12","1","2","4","2","2","3","8","-","-","-","4","1","1","1","4","6","-","1",
"선박안전법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","11","3","17","4","6","5","13","5","3","2","3","3","6","1","2","4","2","7","8",
"선박안전법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","22","11","6","12","10","4","11","13","2","7","6","7","7","9","2","3","0","11","4",
"선박안전법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","16","7","13","6","6","8","20","12","4","8","120","7","5","7","3","3","4","13","14",
"선박안전법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","13","16","18","7","10","3","21","15","5","8","243","4","3","8","5","-","2","15","12",
"선박안전법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","29","23","85","27","27","24","25","40","7","26","283","20","5","13","21","7","12","15","17",
"선박안전법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","26","24","47","13","27","37","35","45","6","37","82","25","17","32","33","14","15","19","22",
"선박안전법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","83","63","144","46","60","123","69","98","21","116","579","85","45","145","151","29","228","32","18",
"선박안전법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","118","91","64","48","77","330","63","144","69","214","404","335","157","204","822","779","229","48","318",
"선박안전법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","130","596","35","24","26","236","175","453","1042","697","924","1777","1679","663","782","1193","1157","531","664",
"선박직원법","계","범죄발생부터 인지까지의 기간[건]","건","847","2328","1758","731","661","2272","1596","2158","1111","1905","639","600","2179","2202","4322","3814","7017","4197","2193",
"선박직원법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","124","112","74","46","19","25","24","34","13","15","34","12","31","19","96","13","31","62","80",
"선박직원법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","10","1","2","6","3","2","1","7","-","2","-","","-","4","1","2","1","5","4",
"선박직원법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","28","9","15","11","4","3","8","8","1","-","5","2","-","3","2","3","3","12","8",
"선박직원법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","29","37","16","7","11","4","11","2","3","5","1","1","2","3","8","4","2","9","9",
"선박직원법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","32","20","16","14","12","4","12","12","6","2","3","","2","3","2","1","176","11","9",
"선박직원법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","28","17","14","17","11","5","21","19","8","224","1","4","3","2","6","3","7","8","5",
"선박직원법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","31","81","121","35","48","14","58","34","17","27","8","12","18","6","17","13","20","18","12",
"선박직원법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","39","94","54","34","18","34","70","41","20","42","16","17","52","15","34","24","54","12","9",
