"죄종별","항목","단위","1990 년","1991 년","1992 년","1993 년","1994 년","1995 년","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년",
"지능범","성년(여)[명]","명","3296","3761","4975","7115","8640","13082","16270","14329","14752","16411","11498","10727","10464","13018","23386","21261","21685","19204","19179","22162","20092",
"지능범","미성년(계)[명]","명","288","417","429","539","529","540","460","465","490","595","711","910","1087","968","1193","1121","995","1137","889","1501","1202",
"지능범","미성년(남)[명]","명","257","355","351","422","432","416","332","331","334","438","487","664","809","677","950","927","758","848","667","1238","921",
"지능범","미성년(여)[명]","명","31","62","78","117","97","124","128","134","156","157","224","246","278","291","243","194","237","289","222","263","281",
"지능범","법인체[개]","개","","","","","12","12","13","14","20","79","55","64","58","77","146","327","222","96","198","237","160",
"직무유기·수행거부","발생건수[건]","건","","","","","147","37","22","36","33","24","44","44","41","40","59","36","60","46","73","66","77",
"직무유기·수행거부","검거건수[건]","건","","","","","142","36","21","31","32","22","39","41","36","37","54","28","46","40","58","60","58",
"직무유기·수행거부","검거율[%]","%","","","","","96.6","97.3","95.5","86.1","97","91.7","88.6","93.2","87.8","92.5","91.5","77.8","76.7","87","79.5","90.9","75.3",
"직무유기·수행거부","검거인원(계)[명]","명","","","","","221","82","65","69","72","121","116","85","95","70","127","102","136","121","141","187","192",
"직무유기·수행거부","검거인원(남)[명]","명","","","","","214","73","63","65","68","115","110","80","91","65","119","96","127","111","131","170","174",
"직무유기·수행거부","검거인원(여)[명]","명","","","","","7","9","2","4","4","6","6","5","4","5","8","6","9","10","10","17","18",
"직무유기·수행거부","성년(계)[명]","명","","","","","218","82","65","69","72","121","115","85","95","70","127","102","136","121","141","187","192",
"직무유기·수행거부","성년(남)[명]","명","","","","","211","73","63","65","68","115","109","80","91","65","119","96","127","111","131","170","174",
"직무유기·수행거부","성년(여)[명]","명","","","","","7","9","2","4","4","6","6","5","4","5","8","6","9","10","10","17","18",
"직무유기·수행거부","미성년(계)[명]","명","","","","","3","","","","","","1","","","","","","","","","","",
"직무유기·수행거부","미성년(남)[명]","명","","","","","3","","","","","","1","","","","","","","","","","",
"직무유기·수행거부","법인체[개]","개","","","","","","","","","","","","","","","","","","1","1","2","",
"특가법(직무유기)","검거율[%]","%","","","","","-","","-","","-","-","-","-","-","-","-","-","-","-","-","-","-",
"직무유기죄","발생건수[건]","건","22","37","31","37","","","","","","","","","","","","","","","","","",
"직무유기죄","검거건수[건]","건","19","34","25","28","","","","","","","","","","","","","","","","","",
"직무유기죄","검거율[%]","%","86.4","91.9","80.6","75.7","","","","","","","","","","","","","","","","","",
"직무유기죄","검거인원(계)[명]","명","45","61","50","60","","","","","","","","","","","","","","","","","",
"직무유기죄","검거인원(남)[명]","명","45","61","46","54","","","","","","","","","","","","","","","","","",
"직무유기죄","검거인원(여)[명]","명","","","4","6","","","","","","","","","","","","","","","","","",
"직무유기죄","성년(계)[명]","명","45","61","50","60","","","","","","","","","","","","","","","","","",
"직무유기죄","성년(남)[명]","명","45","61","46","54","","","","","","","","","","","","","","","","","",
"직무유기죄","성년(여)[명]","명","","","4","6","","","","","","","","","","","","","","","","","",
"직권남용(권리행사방해체포·감금)","발생건수[건]","건","","","","","9","10","4","5","9","12","11","11","10","16","18","19","24","22","26","18","31",
"직권남용(권리행사방해체포·감금)","검거건수[건]","건","","","","","8","9","3","5","9","11","9","11","8","13","15","18","20","19","21","13","22",
"직권남용(권리행사방해체포·감금)","검거율[%]","%","","","","","88.9","90","75","100","100","91.7","81.8","100","80","81.3","83.3","94.7","83.3","86.4","80.8","72.2","71",
"직권남용(권리행사방해체포·감금)","검거인원(계)[명]","명","","","","","25","10","15","11","7","20","24","30","32","37","51","63","54","68","46","51","58",
"직권남용(권리행사방해체포·감금)","검거인원(남)[명]","명","","","","","25","10","15","11","7","20","24","30","32","37","50","61","52","66","42","49","54",
"직권남용(권리행사방해체포·감금)","검거인원(여)[명]","명","","","","","","","","","","","","","","","1","2","2","2","4","2","4",
"직권남용(권리행사방해체포·감금)","성년(계)[명]","명","","","","","25","10","15","11","7","20","24","30","32","37","51","63","53","68","46","51","58",
"직권남용(권리행사방해체포·감금)","성년(남)[명]","명","","","","","25","10","15","11","7","20","24","30","32","37","50","61","51","66","42","49","54",
"직권남용(권리행사방해체포·감금)","성년(여)[명]","명","","","","","","","","","","","","","","","1","2","2","2","4","2","4",
"직권남용(권리행사방해체포·감금)","미성년(계)[명]","명","","","","","","","","","","","","","","","","","1","","","","",
"직권남용(권리행사방해체포·감금)","미성년(남)[명]","명","","","","","","","","","","","","","","","","","1","","","","",
"직권남용(권리행사방해체포·감금)","법인체[개]","개","","","","","","","","","","","","","","","","","","","","1","",
"독직폭행·가혹행위","발생건수[건]","건","","","","","2","","","3","1","5","8","12","4","6","4","14","8","15","18","23","17",
"독직폭행·가혹행위","검거건수[건]","건","","","","","3","","1","3","1","4","8","10","4","6","4","14","10","15","17","19","14",
"독직폭행·가혹행위","검거율[%]","%","","","","","150","","-","100","100","80","100","83.3","100","100","100","100","125","100","94.4","82.6","82.4",
"독직폭행·가혹행위","검거인원(계)[명]","명","","","","","2","2","2","7","4","7","32","27","9","10","12","25","24","25","29","43","23",
"독직폭행·가혹행위","검거인원(남)[명]","명","","","","","2","2","2","7","4","7","32","26","9","10","12","25","24","24","29","42","23",
"독직폭행·가혹행위","검거인원(여)[명]","명","","","","","","","","","","","","1","","","","","","1","","1","",
"독직폭행·가혹행위","성년(계)[명]","명","","","","","2","2","2","7","4","7","32","27","9","10","12","25","24","25","29","43","23",
"독직폭행·가혹행위","성년(남)[명]","명","","","","","2","2","2","7","4","7","32","26","9","10","12","25","24","24","29","42","23",
"독직폭행·가혹행위","성년(여)[명]","명","","","","","","","","","","","","1","","","","","","1","","1","",
"특가법(독직폭행)","발생건수[건]","건","","","","","1","","","","","","5","1","4","1","","","","","1","","1",
"특가법(독직폭행)","검거건수[건]","건","","","","","1","","","","","1","5","1","4","1","","","","","1","","",
"특가법(독직폭행)","검거율[%]","%","","","","","100","","-","-","-","100","100","100","100","100","-","-","-","-","100","-","0",
"특가법(독직폭행)","검거인원(계)[명]","명","","","","","1","","","","","2","18","2","14","4","","","","","1","","1",
"특가법(독직폭행)","검거인원(남)[명]","명","","","","","1","","","","","2","18","2","14","4","","","","","1","","1",
"특가법(독직폭행)","성년(계)[명]","명","","","","","1","","","","","2","18","2","14","4","","","","","1","","1",
"특가법(독직폭행)","성년(남)[명]","명","","","","","1","","","","","2","18","2","14","4","","","","","1","","1",
"특가법(독직가혹행위)","발생건수[건]","건","","","","","","","","","","","","","","","","","","1","","1","",
"특가법(독직가혹행위)","검거건수[건]","건","","","","","","","","","","","","","","","","","1","1","","1","",
"특가법(독직가혹행위)","검거율[%]","%","","","","","-","","-","-","-","-","-","-","-","-","-","-","100","100","-","100","-",
"특가법(독직가혹행위)","검거인원(계)[명]","명","","","","","","","","","","","","","","","3","","","7","","","",
"특가법(독직가혹행위)","검거인원(남)[명]","명","","","","","","","","","","","","","","","2","","","7","","","",
"특가법(독직가혹행위)","검거인원(여)[명]","명","","","","","","","","","","","","","","","1","","","","","","",
"특가법(독직가혹행위)","성년(계)[명]","명","","","","","","","","","","","","","","","3","","","7","","","",
"특가법(독직가혹행위)","성년(남)[명]","명","","","","","","","","","","","","","","","2","","","7","","","",
"특가법(독직가혹행위)","성년(여)[명]","명","","","","","","","","","","","","","","","1","","","","","","",
"피의사실공표","발생건수[건]","건","","","","1","","1","","","1","","1","1","","1","","","1","1","","","",
"피의사실공표","검거건수[건]","건","","","","1","","1","","","1","","1","1","","1","","","","1","","","",
"피의사실공표","검거율[%]","%","","","-","100","-","100","-","-","100","-","100","100","-","100","-","-","0","100","-","-","-",
"피의사실공표","검거인원(계)[명]","명","","","","1","","1","","","2","","5","3","","2","","","3","3","","","",
"피의사실공표","검거인원(남)[명]","명","","","","1","","1","","","2","","5","3","","2","","","3","3","","","",
"피의사실공표","성년(계)[명]","명","","","","1","","1","","","2","","5","3","","2","","","3","3","","","",
"피의사실공표","성년(남)[명]","명","","","","1","","1","","","2","","5","3","","2","","","3","3","","","",
"공무상비밀누설","발생건수[건]","건","4","4","3","8","1","1","2","","","2","","2","3","2","6","5","3","3","1","2","3",
"공무상비밀누설","검거건수[건]","건","3","4","2","5","1","","2","","","3","","2","2","1","4","5","2","3","1","1","3",
"공무상비밀누설","검거율[%]","%","75","100","66.7","62.5","100","0","100","-","-","150","-","100","66.7","50","66.7","100","66.7","100","100","50","100",
"공무상비밀누설","검거인원(계)[명]","명","8","2","2","6","","","3","","","2","","1","3","","3","5","5","3","2","1","5",
"공무상비밀누설","검거인원(남)[명]","명","8","1","2","6","","","3","","","2","","","3","","3","3","3","2","2","1","5",
"공무상비밀누설","검거인원(여)[명]","명","","1","","","","","","","","","","1","","","","2","2","1","","","",
"공무상비밀누설","성년(계)[명]","명","7","2","2","6","","","3","","","2","","1","3","","3","5","5","3","2","1","5",
"공무상비밀누설","성년(남)[명]","명","7","1","2","6","","","3","","","2","","","3","","3","3","3","2","2","1","5",
