"범죄별","수사단서별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"대외무역법","타인신고","범죄의 수사단서[건]","건","30","53","43","22","19","19","15","17","","","","","","","","","","","",
"대외무역법","미신고","범죄의 수사단서[건]","건","387","248","571","387","179","356","261","227","","","","","","","","","","","",
"대외무역법","불심검문","범죄의 수사단서[건]","건","-","-","18","1","1","7","12","6","","","","","","","","","","","",
"대외무역법","피해품발견","범죄의 수사단서[건]","건","6","2","-","-","-","-","-","-","","","","","","","","","","","",
"대외무역법","변사체","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"대외무역법","탐문정보","범죄의 수사단서[건]","건","185","80","57","65","76","129","83","43","","","","","","","","","","","",
"대외무역법","여죄","범죄의 수사단서[건]","건","32","-","241","196","44","4","54","6","","","","","","","","","","","",
"대외무역법","기타","범죄의 수사단서[건]","건","164","166","255","125","58","216","112","172","","","","","","","","","","","",
"도로교통법","합계","범죄의 수사단서[건]","건","59726","58966","51492","40361","43989","52547","81411","93084","14988","18189","17948","17265","13958","14804","13383","12071","12529","11203","11007",
"도로교통법","현행범","범죄의 수사단서[건]","건","2539","2537","1781","787","299","97","139","126","136","148","323","232","220","211","205","212","196","224","212",
"도로교통법","신고","범죄의 수사단서[건]","건","56049","55213","47901","37672","38915","49487","78085","88717","12429","14928","14265","11163","9174","9267","9327","7875","7945","7348","7024",
"도로교통법","피해자신고","범죄의 수사단서[건]","건","51446","51009","39394","31815","33466","43874","71447","82356","10110","12178","11410","8214","6383","6153","5727","4716","4848","4289","4185",
"도로교통법","고소","범죄의 수사단서[건]","건","55","45","40","16","19","27","22","13","6","13","25","24","33","41","58","52","42","57","123",
"도로교통법","고발","범죄의 수사단서[건]","건","208","171","340","217","198","134","88","93","118","143","87","90","43","47","39","38","59","42","84",
"도로교통법","자수","범죄의 수사단서[건]","건","168","168","342","351","243","184","181","208","117","177","121","98","94","75","88","56","34","34","38",
"도로교통법","진정투서","범죄의 수사단서[건]","건","214","169","204","194","147","96","80","105","128","166","156","136","129","114","117","191","212","171","135",
"도로교통법","타인신고","범죄의 수사단서[건]","건","3958","3651","7581","5079","4842","5172","6267","5942","1950","2251","2466","2601","2492","2837","3298","2822","2750","2755","2459",
"도로교통법","미신고","범죄의 수사단서[건]","건","1138","1216","1810","1902","4775","2963","3187","4241","2422","3112","3360","5870","4564","5326","3851","3984","4388","3631","3771",
"도로교통법","불심검문","범죄의 수사단서[건]","건","271","291","559","608","3206","769","388","996","653","977","810","2029","931","1189","763","771","682","391","352",
"도로교통법","피해품발견","범죄의 수사단서[건]","건","2","1","1","1","7","4","10","5","-","0","-","","1","2","1","-","0","2","1",
"도로교통법","변사체","범죄의 수사단서[건]","건","1","-","2","1","5","1","2","1","1","0","1","","1","1","1","4","0","-","-",
"도로교통법","탐문정보","범죄의 수사단서[건]","건","38","38","40","53","56","47","23","38","22","165","119","175","41","40","22","9","10","34","6",
"도로교통법","여죄","범죄의 수사단서[건]","건","20","21","26","124","14","10","6","10","2","5","35","69","141","10","29","10","8","50","10",
"도로교통법","기타","범죄의 수사단서[건]","건","806","865","1182","1115","1487","2132","2758","3191","1744","1965","2395","3597","3449","4084","3035","3190","3688","3154","3402",
"도로교통법","미상","범죄의 수사단서[건]","건","","","","","","","","","1","1","","","","","","","","","",
"도로교통법(무면허운전)","합계","범죄의 수사단서[건]","건","56375","89920","156526","98234","58751","47466","30137","35891","35737","42320","67203","47087","24440","23588","21368","18482","18636","20377","25638",
"도로교통법(무면허운전)","현행범","범죄의 수사단서[건]","건","25277","37175","86353","44720","13398","5294","1942","1609","1359","1451","2424","1057","438","391","366","403","334","426","551",
"도로교통법(무면허운전)","신고","범죄의 수사단서[건]","건","6985","8432","3159","6271","7297","8026","7254","8016","7661","6565","6236","6729","6527","6621","6542","6299","6663","7801","7564",
"도로교통법(무면허운전)","피해자신고","범죄의 수사단서[건]","건","1451","1925","1116","3908","4247","4509","3941","3715","3697","3555","3460","3680","3496","3285","3100","2786","2730","2816","2746",
"도로교통법(무면허운전)","고소","범죄의 수사단서[건]","건","17","12","22","29","12","9","9","11","8","6","11","11","5","14","25","20","19","20","22",
"도로교통법(무면허운전)","고발","범죄의 수사단서[건]","건","27","27","30","27","31","43","33","1291","921","103","51","43","67","44","62","73","42","49","51",
"도로교통법(무면허운전)","자수","범죄의 수사단서[건]","건","60","84","146","200","143","105","126","109","81","103","91","100","75","102","97","77","92","99","75",
"도로교통법(무면허운전)","진정투서","범죄의 수사단서[건]","건","13","15","24","32","22","19","15","66","103","17","34","31","35","28","37","39","41","51","49",
"도로교통법(무면허운전)","타인신고","범죄의 수사단서[건]","건","5417","6369","1821","2075","2842","3341","3130","2824","2851","2781","2589","2864","2849","3148","3221","3304","3739","4766","4621",
"도로교통법(무면허운전)","미신고","범죄의 수사단서[건]","건","24113","44313","67014","47243","38056","34146","20941","26266","26717","34302","58543","39301","17475","16576","14460","11780","11639","12150","17523",
"도로교통법(무면허운전)","불심검문","범죄의 수사단서[건]","건","22802","41598","61919","44113","33971","29797","17497","21117","21925","30084","52508","35343","14954","14259","12357","9884","9635","10181","14822",
"도로교통법(무면허운전)","피해품발견","범죄의 수사단서[건]","건","7","3","9","2","4","12","18","4","7","15","10","1","5","6","5","5","3","4","2",
"도로교통법(무면허운전)","변사체","범죄의 수사단서[건]","건","22","44","83","44","19","1","1","1","1","5","5","","3","4","15","11","8","8","6",
"도로교통법(무면허운전)","탐문정보","범죄의 수사단서[건]","건","117","105","108","107","79","68","38","62","71","79","67","59","20","46","45","22","16","19","22",
"도로교통법(무면허운전)","여죄","범죄의 수사단서[건]","건","168","281","255","357","160","76","50","123","109","87","360","56","49","44","41","39","82","31","38",
"도로교통법(무면허운전)","기타","범죄의 수사단서[건]","건","997","2282","4640","2620","3823","4192","3337","4959","4604","4032","5593","3842","2444","2217","1997","1819","1895","1907","2633",
"도로교통법(무면허운전)","미상","범죄의 수사단서[건]","건","","","","","","","","","-","2","","","","","","","","","",
"도로교통법(사고후미조치)","합계","범죄의 수사단서[건]","건","","","","","","","","","86561","100774","97062","50247","15241","12220","11717","8982","7937","7441","7034",
"도로교통법(사고후미조치)","현행범","범죄의 수사단서[건]","건","","","","","","","","","31","27","30","26","18","17","12","12","23","13","16",
"도로교통법(사고후미조치)","신고","범죄의 수사단서[건]","건","","","","","","","","","84482","98752","95355","49076","14344","11395","10847","8072","6908","6494","6118",
"도로교통법(사고후미조치)","피해자신고","범죄의 수사단서[건]","건","","","","","","","","","80420","94823","92271","46625","12020","9410","8606","6514","5149","4630","4337",
"도로교통법(사고후미조치)","고소","범죄의 수사단서[건]","건","","","","","","","","","6","6","9","2","14","9","11","13","18","11","25",
"도로교통법(사고후미조치)","고발","범죄의 수사단서[건]","건","","","","","","","","","6","4","3","10","11","2","6","3","5","3","6",
"도로교통법(사고후미조치)","자수","범죄의 수사단서[건]","건","","","","","","","","","63","70","41","36","32","40","27","11","9","20","10",
"도로교통법(사고후미조치)","진정투서","범죄의 수사단서[건]","건","","","","","","","","","2","7","6","4","1","5","3","8","3","7","8",
"도로교통법(사고후미조치)","타인신고","범죄의 수사단서[건]","건","","","","","","","","","3985","3842","3025","2399","2266","1929","2194","1523","1724","1823","1732",
"도로교통법(사고후미조치)","미신고","범죄의 수사단서[건]","건","","","","","","","","","2048","1994","1677","1145","879","808","858","898","1006","934","900",
"도로교통법(사고후미조치)","불심검문","범죄의 수사단서[건]","건","","","","","","","","","41","45","54","39","27","13","18","15","19","12","11",
"도로교통법(사고후미조치)","피해품발견","범죄의 수사단서[건]","건","","","","","","","","","8","6","3","6","1","2","3","1","4","3","-",
"도로교통법(사고후미조치)","변사체","범죄의 수사단서[건]","건","","","","","","","","","-","0","-","","-","-","-","-","0","-","-",
"도로교통법(사고후미조치)","탐문정보","범죄의 수사단서[건]","건","","","","","","","","","11","37","1","4","2","3","3","1","0","-","-",
"도로교통법(사고후미조치)","여죄","범죄의 수사단서[건]","건","","","","","","","","","10","11","3","4","7","3","3","4","1","9","3",
