"범죄별","발생지별","항목","단위","1994 년","1995 년","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년",
"약취와 유인","남구","범죄 발생지","","","","","","","","","","","","1","1","-","-","3","1","-",
"약취와 유인","북구","범죄 발생지","","","","","","","","","","","","1","","-","2","1","1","-",
"약취와 유인","수성","범죄 발생지","","","","","","","","","","","","1","1","1","3","1","2","3",
"약취와 유인","달서","범죄 발생지","","","","","","","","","","","","2","3","1","-","2","1","2",
"약취와 유인","달성군","범죄 발생지","","","","","","","","","","","","2","","-","-","1","1","-",
"약취와 유인","중구","범죄 발생지","","","","","","","","","","","","1","","-","1","1","1","-",
"약취와 유인","동구","범죄 발생지","","","","","","","","","","","","1","","-","-","2","-","2",
"약취와 유인","서구","범죄 발생지","","","","","","","","","","","","","","1","1","2","3","1",
"약취와 유인","미추홀","범죄 발생지","","","","","","","","","","","","6","2","-","3","2","-","7",
"약취와 유인","연수","범죄 발생지","","","","","","","","","","","","2","1","4","1","2","1","2",
"약취와 유인","남동","범죄 발생지","","","","","","","","","","","","1","2","1","3","5","2","2",
"약취와 유인","부평","범죄 발생지","","","","","","","","","","","","2","5","2","-","1","2","1",
"약취와 유인","계양","범죄 발생지","","","","","","","","","","","","1","1","-","-","2","3","1",
"약취와 유인","강화군","범죄 발생지","","","","","","","","","","","","","","-","1","-","1","-",
"약취와 유인","옹진군","범죄 발생지","","","","","","","","","","","","","","-","-","-","-","-",
"약취와 유인","동구","범죄 발생지","","","","","","","","","","","","2","3","-","-","4","-","-",
"약취와 유인","서구","범죄 발생지","","","","","","","","","","","","2","1","-","1","4","2","-",
"약취와 유인","남구","범죄 발생지","","","","","","","","","","","","1","2","-","3","1","2","-",
"약취와 유인","북구","범죄 발생지","","","","","","","","","","","","4","1","-","1","-","-","-",
"약취와 유인","광산","범죄 발생지","","","","","","","","","","","","1","1","-","3","-","1","-",
"약취와 유인","중구","범죄 발생지","","","","","","","","","","","","21","","1","1","-","2","-",
"약취와 유인","동구","범죄 발생지","","","","","","","","","","","","4","1","1","-","-","1","-",
"약취와 유인","서구","범죄 발생지","","","","","","","","","","","","5","2","2","-","-","2","1",
"약취와 유인","유성","범죄 발생지","","","","","","","","","","","","","","-","1","1","1","-",
"약취와 유인","대덕","범죄 발생지","","","","","","","","","","","","1","","-","-","2","1","-",
"약취와 유인","중구","범죄 발생지","","","","","","","","","","","","","1","-","-","1","-","-",
"약취와 유인","동구","범죄 발생지","","","","","","","","","","","","","1","-","1","-","181","-",
"약취와 유인","남구","범죄 발생지","","","","","","","","","","","","1","","-","-","1","-","2",
"약취와 유인","북구","범죄 발생지","","","","","","","","","","","","","1","-","-","-","2","-",
"약취와 유인","울주군","범죄 발생지","","","","","","","","","","","","","","-","-","1","1","2",
"체포와 감금","종로","범죄 발생지","","","","","","","","","","","","3","2","3","7","6","1","9",
"체포와 감금","중구","범죄 발생지","","","","","","","","","","","","4","4","2","3","6","9","1",
"체포와 감금","용산","범죄 발생지","","","","","","","","","","","","2","4","3","6","8","2","3",
"체포와 감금","성동","범죄 발생지","","","","","","","","","","","","4","1","3","6","3","4","4",
"체포와 감금","광진","범죄 발생지","","","","","","","","","","","","3","5","3","8","7","6","6",
"체포와 감금","동대문","범죄 발생지","","","","","","","","","","","","8","4","5","7","7","5","5",
"체포와 감금","중랑","범죄 발생지","","","","","","","","","","","","2","2","4","9","8","7","8",
"체포와 감금","성북","범죄 발생지","","","","","","","","","","","","3","1","6","6","7","8","3",
"체포와 감금","강북","범죄 발생지","","","","","","","","","","","","4","4","3","8","8","9","7",
"체포와 감금","도봉","범죄 발생지","","","","","","","","","","","","","1","2","2","1","4","1",
"체포와 감금","노원","범죄 발생지","","","","","","","","","","","","7","3","6","3","6","3","7",
"체포와 감금","은평","범죄 발생지","","","","","","","","","","","","3","1","1","4","6","2","3",
"체포와 감금","서대문","범죄 발생지","","","","","","","","","","","","3","2","5","5","6","4","2",
"체포와 감금","마포","범죄 발생지","","","","","","","","","","","","3","3","5","5","5","4","3",
"체포와 감금","양천","범죄 발생지","","","","","","","","","","","","4","1","1","5","1","5","2",
"체포와 감금","강서","범죄 발생지","","","","","","","","","","","","2","1","2","2","2","8","4",
"체포와 감금","구로","범죄 발생지","","","","","","","","","","","","1","","3","9","5","2","3",
"체포와 감금","금천","범죄 발생지","","","","","","","","","","","","1","","3","2","3","5","6",
"체포와 감금","영등포","범죄 발생지","","","","","","","","","","","","3","5","3","8","4","6","5",
"체포와 감금","동작","범죄 발생지","","","","","","","","","","","","2","","2","2","1","6","3",
"체포와 감금","관악","범죄 발생지","","","","","","","","","","","","3","4","6","2","4","6","5",
"체포와 감금","서초","범죄 발생지","","","","","","","","","","","","5","8","10","9","7","6","8",
"체포와 감금","강남","범죄 발생지","","","","","","","","","","","","3","5","8","17","21","11","20",
"체포와 감금","송파","범죄 발생지","","","","","","","","","","","","7","9","9","16","18","11","11",
"체포와 감금","강동","범죄 발생지","","","","","","","","","","","","5","1","4","3","7","6","4",
"체포와 감금","중구","범죄 발생지","","","","","","","","","","","","","","2","2","3","1","3",
"체포와 감금","서구","범죄 발생지","","","","","","","","","","","","1","1","2","2","2","1","1",
"체포와 감금","동구","범죄 발생지","","","","","","","","","","","","2","","1","-","6","1","3",
"체포와 감금","영도","범죄 발생지","","","","","","","","","","","","1","","2","-","-","3","-",
"체포와 감금","부산진","범죄 발생지","","","","","","","","","","","","4","2","7","3","6","17","8",
"체포와 감금","동래","범죄 발생지","","","","","","","","","","","","3","4","4","4","5","8","4",
"체포와 감금","남구","범죄 발생지","","","","","","","","","","","","2","2","3","5","1","4","1",
"체포와 감금","북구","범죄 발생지","","","","","","","","","","","","3","","6","1","5","10","6",
"체포와 감금","해운대","범죄 발생지","","","","","","","","","","","","1","5","3","1","6","12","5",
"체포와 감금","사하","범죄 발생지","","","","","","","","","","","","2","","2","2","-","2","5",
"체포와 감금","금정","범죄 발생지","","","","","","","","","","","","3","2","3","5","3","7","5",
"체포와 감금","강서","범죄 발생지","","","","","","","","","","","","1","","1","1","2","1","1",
"체포와 감금","연제","범죄 발생지","","","","","","","","","","","","2","1","1","6","6","4","2",
"체포와 감금","수영","범죄 발생지","","","","","","","","","","","","","3","1","3","3","-","5",
"체포와 감금","사상","범죄 발생지","","","","","","","","","","","","1","2","-","5","4","10","6",
"체포와 감금","기장군","범죄 발생지","","","","","","","","","","","","1","1","-","2","1","2","3",
"체포와 감금","중구","범죄 발생지","","","","","","","","","","","","","2","-","-","3","2","-",
"체포와 감금","동구","범죄 발생지","","","","","","","","","","","","1","1","6","-","4","7","5",
"체포와 감금","서구","범죄 발생지","","","","","","","","","","","","1","1","3","4","2","3","-",
"체포와 감금","남구","범죄 발생지","","","","","","","","","","","","2","2","1","-","2","4","2",
"체포와 감금","북구","범죄 발생지","","","","","","","","","","","","4","4","6","8","5","1","2",
"체포와 감금","수성","범죄 발생지","","","","","","","","","","","","3","2","-","3","7","5","4",
"체포와 감금","달서","범죄 발생지","","","","","","","","","","","","6","5","3","5","9","6","11",
"체포와 감금","달성군","범죄 발생지","","","","","","","","","","","","2","","-","2","2","2","6",
"체포와 감금","중구","범죄 발생지","","","","","","","","","","","","1","1","-","1","1","1","-",
"체포와 감금","동구","범죄 발생지","","","","","","","","","","","","","","1","-","1","-","1",
"체포와 감금","서구","범죄 발생지","","","","","","","","","","","","1","1","6","2","1","2","4",
"체포와 감금","미추홀","범죄 발생지","","","","","","","","","","","","2","2","4","6","7","5","5",
"체포와 감금","연수","범죄 발생지","","","","","","","","","","","","4","1","1","2","3","3","4",
"체포와 감금","남동","범죄 발생지","","","","","","","","","","","","3","1","1","1","4","5","3",
"체포와 감금","부평","범죄 발생지","","","","","","","","","","","","3","","7","3","2","2","6",
