"범죄별","기관별","기간별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"주거침입","검찰","2개월 이내","범죄사건 처리 기간[명]","명","266","285","359","459","463","512","527","596","706","568","792","847","963","1264","1193","835","930","917","743",
"주거침입","검찰","3개월 이내","범죄사건 처리 기간[명]","명","221","187","328","353","445","247","315","427","452","498","520","599","748","871","839","483","511","494","374",
"주거침입","검찰","6개월 이내","범죄사건 처리 기간[명]","명","100","92","148","156","210","285","459","502","587","638","850","781","801","1248","1307","424","622","806","682",
"주거침입","검찰","6개월 초과","범죄사건 처리 기간[명]","명","2","2","9","4","11","9","99","73","138","258","193","205","208","376","422","21","70","89","134",
"비밀침해","합계","계","범죄사건 처리 기간[명]","명","66","60","103","155","95","123","116","116","","","","","","","","","","","",
"비밀침해","경찰","계","범죄사건 처리 기간[명]","명","32","30","51","74","47","59","58","61","88","102","110","134","111","144","170","139","132","126","167",
"비밀침해","경찰","10일 이내","범죄사건 처리 기간[명]","명","-","1","1","2","4","4","11","12","10","7","6","5","6","3","10","10","5","5","10",
"비밀침해","경찰","20일 이내","범죄사건 처리 기간[명]","명","-","1","1","2","4","8","12","7","7","7","21","18","15","15","22","10","10","11","17",
"비밀침해","경찰","1개월 이내","범죄사건 처리 기간[명]","명","4","1","8","11","5","13","3","4","7","10","11","14","18","26","17","16","12","14","16",
"비밀침해","경찰","2개월 이내","범죄사건 처리 기간[명]","명","5","13","18","10","13","16","18","17","30","18","30","29","26","44","46","37","30","31","40",
"비밀침해","경찰","3개월 이내","범죄사건 처리 기간[명]","명","3","6","10","9","16","15","11","11","18","9","18","33","21","28","36","22","25","18","36",
"비밀침해","경찰","6개월 이내","범죄사건 처리 기간[명]","명","20","8","13","40","5","2","2","5","13","34","16","23","18","22","29","37","37","21","29",
"비밀침해","경찰","6개월 초과","범죄사건 처리 기간[명]","명","-","-","-","-","-","1","1","5","3","17","8","12","7","6","10","7","13","26","19",
"비밀침해","검찰","계","범죄사건 처리 기간[명]","명","34","30","52","81","48","64","58","55","78","94","105","133","95","135","171","41","42","32","42",
"비밀침해","검찰","10일 이내","범죄사건 처리 기간[명]","명","16","11","20","41","20","31","20","30","34","29","38","43","42","62","65","19","13","18","15",
"비밀침해","검찰","20일 이내","범죄사건 처리 기간[명]","명","-","3","10","5","7","7","4","4","6","6","9","16","9","12","20","8","4","5","6",
"비밀침해","검찰","1개월 이내","범죄사건 처리 기간[명]","명","1","1","1","3","8","6","3","3","6","26","15","7","6","6","20","2","4","2","4",
"비밀침해","검찰","2개월 이내","범죄사건 처리 기간[명]","명","11","3","7","15","2","8","17","2","7","14","12","13","10","17","10","2","4","1","7",
"비밀침해","검찰","3개월 이내","범죄사건 처리 기간[명]","명","1","8","11","15","9","6","8","5","8","6","17","31","5","12","20","3","8","3","3",
"비밀침해","검찰","6개월 이내","범죄사건 처리 기간[명]","명","5","4","3","2","2","5","5","11","17","13","11","17","14","24","28","7","9","2","3",
"비밀침해","검찰","6개월 초과","범죄사건 처리 기간[명]","명","-","-","-","-","-","1","1","-","-","-","3","6","9","2","8","-","0","1","4",
"유기","합계","계","범죄사건 처리 기간[명]","명","205","260","260","305","219","312","338","358","","","","","","","","","","","",
"유기","경찰","계","범죄사건 처리 기간[명]","명","98","128","128","150","107","155","171","191","161","220","208","242","240","256","245","311","366","371","347",
"유기","경찰","10일 이내","범죄사건 처리 기간[명]","명","3","11","9","11","15","19","30","27","23","11","14","11","18","18","5","20","5","8","6",
"유기","경찰","20일 이내","범죄사건 처리 기간[명]","명","1","1","4","3","7","20","14","28","18","8","18","16","12","8","6","6","7","14","21",
"유기","경찰","1개월 이내","범죄사건 처리 기간[명]","명","11","13","14","8","13","21","19","16","22","15","25","33","21","14","14","24","9","20","16",
"유기","경찰","2개월 이내","범죄사건 처리 기간[명]","명","14","16","21","23","23","41","51","53","28","41","46","59","51","55","57","48","56","72","52",
"유기","경찰","3개월 이내","범죄사건 처리 기간[명]","명","17","8","10","15","14","24","31","25","36","30","34","41","45","44","52","45","64","61","82",
"유기","경찰","6개월 이내","범죄사건 처리 기간[명]","명","47","79","69","89","32","23","13","26","23","48","44","37","45","80","63","119","137","119","107",
"유기","경찰","6개월 초과","범죄사건 처리 기간[명]","명","5","-","1","1","3","7","13","16","11","67","27","45","48","37","48","49","88","77","63",
"유기","검찰","계","범죄사건 처리 기간[명]","명","107","132","132","155","112","157","167","167","153","177","202","234","215","228","254","249","314","300","272",
"유기","검찰","10일 이내","범죄사건 처리 기간[명]","명","41","64","66","57","49","70","69","63","43","48","55","55","49","44","49","77","72","83","82",
"유기","검찰","20일 이내","범죄사건 처리 기간[명]","명","24","19","17","20","14","27","15","19","32","19","27","21","23","16","25","33","37","24","39",
"유기","검찰","1개월 이내","범죄사건 처리 기간[명]","명","11","10","11","19","12","16","15","15","12","14","12","17","8","9","22","20","24","32","21",
"유기","검찰","2개월 이내","범죄사건 처리 기간[명]","명","16","13","24","13","8","20","22","20","17","17","38","33","34","39","32","27","27","23","29",
"유기","검찰","3개월 이내","범죄사건 처리 기간[명]","명","8","21","11","34","21","13","20","24","16","22","29","36","21","33","22","26","37","22","27",
"유기","검찰","6개월 이내","범죄사건 처리 기간[명]","명","7","5","3","12","8","11","21","24","23","27","39","71","75","58","84","65","103","98","55",
"유기","검찰","6개월 초과","범죄사건 처리 기간[명]","명","-","-","-","-","-","-","5","2","10","30","2","1","5","29","20","1","14","18","19",
"낙태","합계","계","범죄사건 처리 기간[명]","명","73","34","92","101","156","125","151","125","","","","","","","","","","","",
"낙태","경찰","계","범죄사건 처리 기간[명]","명","36","17","46","50","78","62","80","66","","","","","","","","","","","",
"낙태","경찰","10일 이내","범죄사건 처리 기간[명]","명","1","1","1","3","3","1","2","1","","","","","","","","","","","",
"낙태","경찰","20일 이내","범죄사건 처리 기간[명]","명","3","-","-","2","-","7","5","2","","","","","","","","","","","",
"낙태","경찰","1개월 이내","범죄사건 처리 기간[명]","명","3","3","7","6","10","5","3","9","","","","","","","","","","","",
"낙태","경찰","2개월 이내","범죄사건 처리 기간[명]","명","4","3","2","11","40","15","8","13","","","","","","","","","","","",
"낙태","경찰","3개월 이내","범죄사건 처리 기간[명]","명","-","2","4","5","5","18","31","12","","","","","","","","","","","",
"낙태","경찰","6개월 이내","범죄사건 처리 기간[명]","명","25","8","30","22","16","9","14","13","","","","","","","","","","","",
"낙태","경찰","6개월 초과","범죄사건 처리 기간[명]","명","-","-","2","1","4","7","17","16","","","","","","","","","","","",
"낙태","검찰","계","범죄사건 처리 기간[명]","명","37","17","46","51","78","63","71","59","","","","","","","","","","","",
"낙태","검찰","10일 이내","범죄사건 처리 기간[명]","명","11","4","6","16","24","17","15","28","","","","","","","","","","","",
"낙태","검찰","20일 이내","범죄사건 처리 기간[명]","명","4","4","10","3","3","8","8","1","","","","","","","","","","","",
"낙태","검찰","1개월 이내","범죄사건 처리 기간[명]","명","4","2","7","3","2","9","6","4","","","","","","","","","","","",
"낙태","검찰","2개월 이내","범죄사건 처리 기간[명]","명","1","5","12","10","19","15","26","9","","","","","","","","","","","",
"낙태","검찰","3개월 이내","범죄사건 처리 기간[명]","명","15","1","8","17","15","-","4","4","","","","","","","","","","","",
"낙태","검찰","6개월 이내","범죄사건 처리 기간[명]","명","2","1","3","2","14","10","12","10","","","","","","","","","","","",
"낙태","검찰","6개월 초과","범죄사건 처리 기간[명]","명","-","-","-","-","1","4","-","3","","","","","","","","","","","",
"아편","합계","계","범죄사건 처리 기간[명]","명","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"아편","경찰","계","범죄사건 처리 기간[명]","명","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"아편","경찰","10일 이내","범죄사건 처리 기간[명]","명","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"아편","경찰","20일 이내","범죄사건 처리 기간[명]","명","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"아편","경찰","1개월 이내","범죄사건 처리 기간[명]","명","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"아편","경찰","2개월 이내","범죄사건 처리 기간[명]","명","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"아편","경찰","3개월 이내","범죄사건 처리 기간[명]","명","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"아편","경찰","6개월 이내","범죄사건 처리 기간[명]","명","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"아편","경찰","6개월 초과","범죄사건 처리 기간[명]","명","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"아편","검찰","계","범죄사건 처리 기간[명]","명","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"아편","검찰","10일 이내","범죄사건 처리 기간[명]","명","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"아편","검찰","20일 이내","범죄사건 처리 기간[명]","명","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"아편","검찰","1개월 이내","범죄사건 처리 기간[명]","명","-","-","-","-","-","-","-","-","","","","","","","","","","","",
